formula,Cs,CAS,MW,feromonas,especies,totaluses,P,A,Al,K,Sy,Alelo
C20H36O2,20,,308.5,"['P', 'Al', 'Al', 'Al', 'Al', 'Al']","['Mantidactylus betsileanus', 'Atheta crassicornis', 'Dinarda dentata', 'Gyrophaena fasciata', 'Leptusa pulchella', 'Oxypoda alternans']",6,1,0,5,0,0,5
C29H60,29,73189-31-8,408.79,"['P', 'Al', 'Al', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['Diaritiger fossulatus', 'Leptopilina japonica', 'Leptopilina ryukyuensis', 'Roptrocerus xylophagorum', 'Cryptotermes secundus', 'Anoplophora malasiaca', 'Galeruca tanaceti', 'Curculio caryae', 'Zyras comes', 'Eremostibes barbatus', 'Eremostibes bushmanicus', 'Eremostibes opacus', 'Parastizopus armaticeps armaticeps', 'Planostibes cribricollis', 'Planostibes namaqua', 'Metriopus depressus', 'Onymacris bicolor', 'Onymacris marginipennis', 'Onymacris rugatipennis', 'Stenocara gracilipes', 'Cylindrinotus laevioctostriatus', 'Iridomyrmex nitidiceps', 'Cataglyphis rosenhaueri', 'Temnothorax lichtensteini', 'Temnothorax recedens', 'Temnothorax unifasciatus']",26,24,0,2,0,0,2
C8H18O,8,21570-35-4,130.23,"['P', 'P', 'P', 'P', 'P']","['Paramasius distortus', 'Rhabdoscelus obscurus', 'Metamasius hemipterus', 'Odoiporus longicollis', 'Scyphophorus acupunctatus']",5,5,0,0,0,0,0
C40H74,40,,555.02,['Al'],['Podura aquatica'],1,0,0,1,0,0,1
C18H36,18,112-88-9,252.48,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['Erethizon dorsatum', 'Ectatomma sp', 'Polyrhachis sp', 'Leptothorax gredleri', 'Myrmica rubra', 'Myrmica ruginodis', 'Myrmica sabuleti', 'Myrmica sulcinodis', 'Messor capitatus', 'Platythyrea cribinodis', 'Diacamma ceylonense', 'Diacamma indicum', 'Dinoponera australis']",13,13,0,0,0,0,0
C10H16,10,80-56-8,136.23,"['A', 'A', 'A', 'A', 'Al', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'Al', 'A', 'A', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'P', 'P', 'P', 'P', 'P', 'A', 'P', 'A', 'A', 'A', 'A', 'A', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'K', 'A', 'K', 'K', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'A', 'A', 'K', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'Al', 'A', 'A', 'A', 'K', 'P', 'A', 'Al', 'Al', 'Al', 'Al', 'A', 'A', 'A', 'A', 'Al', 'Al', 'Al', 'Al', 'A', 'A', 'P', 'A', 'P', 'P', 'P', 'P', 'A', 'P', 'A', 'P', 'P', 'P', 'Al', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'Al', 'Al', 'P', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'P', 'Al', 'Al', 'Al', 'Al', 'Al', 'K', 'P', 'Al', 'P', 'Al', 'Al', 'P', 'P', 'P', 'Al', 'P', 'Al', 'Al', 'P', 'Al', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'P']","['Ganascus ventricosus', 'Chaloenus schawalleri', 'Osmita colon', 'Phyto depressus', 'Siphonophorus sp', 'Gulo gulo', 'Crammographus notabilis notabilis', 'Exocentrus testudineus', 'Pogonochenis seminiveus', 'Pseudostylopsis sp', 'Strangalia melanura', 'Enoclerus nigrifrons', 'Enoclerus nigrifrons gerhardi', 'Enoclerus nigripes rufiventris', 'Thanasimus dubius', 'Thanasimus formicarius', 'Thanasimus undatulus', 'Thanasimus undatulus', 'Trichodes nutalli', 'Zenodosus sanguineus', 'Oxyops vitiosa', 'Serropalpus sp', 'Rhizophagus depressus', 'Parastasia bimaculata', 'Dianous coerulescens', 'Stenus biguttatus', 'Stenus bimaculatus', 'Stenus boops', 'Stenus circularis', 'Stenus clavicornis', 'Stenus flavipalpis', 'Stenus fossulatus', 'Stenus humilis', 'Stenus impressus', 'Stenus picipes', 'Orchesella cincta', 'Tomocerus flavescens', 'Medetera signaticornis', 'Acanthosoma haemorrhoidale', 'Elasmostethus interstinctus', 'Elasmucha grisea', 'Oxycarenus hyalinipennis', 'Jadera haematoloma', 'Trialeurodes ricini', 'Slavum wertheimae', 'Dendrosoter protuberans', 'Diachasmimorpha longicaudata', 'Roptrocerus xylophagorum', 'Cheiropachus quadrum', 'Rhopalicus tutela', 'Reticulitermes flavipes', 'Reticulitermes santonensis', 'Bulbitermes germanus', 'Bulbitermes sarawakensis', 'Bulbitermes singaporensis', 'Cortaritermes silvestri', 'Grallatotermes grallator', 'Hospitalitermes bicolor', 'Hospitalitermes flaviventris', 'Hospitalitermes hospitalis', 'Hospitalitermes umbrinus', 'Lacessititermes laborator', 'Lacessititermes ransoneti', 'Lacessititermes sp', 'Longipeditermes longipes', 'Tenuirostritermes tenuirostris', 'Trinervitermes gratiosus', 'Tumulitermes pastinator', 'Velocitermes velox', 'Amitermes laurensis', 'Amitermes vitiosus', 'Oryctolagus cuniculus', 'Thyrinteina arnobia', 'Cadra cautella', 'Anthaxia sp', 'Buprestis consularis', 'Buprestis maculativentris', 'Buprestis subornata', 'Chalcophora virginiensis', 'Phaenops aeneola', 'Phaenops gentilis', 'Phaenops intrusa', 'Chrysobothris breviloba', 'Chrysobothris dentipes', 'Chrysobothris floricola', 'Chrysobothris rotundicollis', 'Chrysobothris rugosiceps', 'Chrysobothris sexsignata', 'Chrysobothris trinervia', 'Dicerca tenebrosa', 'Melanophila acuminata', 'Melanophila fulvoguttata', 'Carabus lefebvrei', 'Callidium sp', 'Phymatodes albicinctus', 'Phymatodes infuscatus', 'Phymatodes maaki', 'Phymatodes obliquus', 'Adrium sp', 'Bethelium signiferum', 'Bethelium tillides', 'Ceresium sp', 'Stenodryas clavigera clavigera', 'Chlorophorus curtisi', 'Neoclytus acuminatus acuminatus', 'Neoclytus modestus modestus', 'Neoclytus muricatulus', 'Paraclytus excultus', 'Xylotrechus arvicola', 'Xylotrechus emaciatus', 'Xylotrechus longitarsis', 'Xylotrechus rufilius', 'Xylotrechus sagittatus', 'Xylotrechus sagittatus sagittatus', 'Xylotrechus sp', 'Xylotrechus undulatus', 'Brothylus conspersus', 'Haplidus testaceus', 'Aridaeus thoracicus', 'Cremys diopthalmus', 'Purpuricenus koehleri', 'Brachytria centralis', 'Obrida comate', 'Amphirhoe decora', 'Tilloforma sp', 'Acanthocinus aedilis', 'Acanthocinus griseus', 'Acanthocinus obliquus', 'Acanthocinus princeps', 'Acanthocinus spectabilis', 'Astyleiopus variegatus', 'Astylopsis sexguttata', 'Didymocentrotus denticollis', 'Leiopus nebulosus', 'Lepturges angulatus', 'Graphidessa venata', 'Mesosa longipennis', 'Acalolepta fraudatrix', 'Acalolepta mixta', 'Monochamus alternatus', 'Monochamus alternatus', 'Monochamus carolinensis', 'Monochamus clamator', 'Monochamus galloprovincialis', 'Monochamus galloprovincialis', 'Monochamus grandis', 'Monochamus mutator', 'Monochamus notatus', 'Monochamus obtusus', 'Monochamus sartor', 'Monochamus scutellatus', 'Monochamus scutellatus', 'Monochamus subfasciatus subfasciatus', 'Monochamus sutor', 'Uraecha bimaculata', 'Pogonocherus pictus', 'Poliaenus oregonus', 'Pterolophia annulata', 'Pterolophia granulata', 'Rhytiphora bankii', 'Rhytiphora basalis', 'Rhytiphora piperitia', 'Ancita varicornis', 'Bucynthia spiloptera', 'Praolia citrinipes', 'Xenicotela pardalina', 'Alosterna tabacicolor', 'Anastrangalia sanguinea', 'Cosmosalia chrysocoma', 'Pygoleptura nigrella', 'Rutpela maculata', 'Stictoleptura canadensis', 'Stictoleptura rubra', 'Acmaeops proteus', 'Acmaeops proteus proteus', 'Gaurotes atripennis', 'Lemula rufithorax', 'Pidonia grallatrix', 'Rhagium inquisitor', 'Rhagium pseudojaponicum', 'Psephactus remiger remiger', 'Tragosoma depsarius', 'Prionus coriarius', 'Prionus insularis insularis', 'Phaolus metallicum', 'Arhopalus asperatus', 'Arhopalus coreanus', 'Arhopalus ferus', 'Arhopalus productus', 'Arhopalus rusticus', 'Asemum caseyi', 'Asemum striatum', 'Spondylis buprestoides', 'Spondylis upiformis', 'Tetropium castaneum', 'Tetropium cinnamopterum', 'Tetropium fuscum', 'Altica cyanea', 'Leptinotarsa decemlineata', 'Harmonia axyridis', 'Anthonomus grandis', 'Smicronyx fulvus', 'Hylobius abietis', 'Hylobius pales', 'Rhynchophorus ferrugineus', 'Cosmopolites sordidus', 'Scyphophorus acupunctatus', 'Dryophthorus americanus', 'Platysoma cylindrica', 'Platysoma parallelum', 'Glischrochilus quadripunctatus', 'Epuraea boreella', 'Epuraea pygmaea', 'Epuraea sp', 'Platypus wilsoni', 'Hylastes ater', 'Hylastes brunneus', 'Hylastes cunicularius', 'Hylastes longicollis', 'Hylastes macer', 'Hylastes nigrinus', 'Hylastes nigrinus', 'Hylastes opacus', 'Hylastes porculus', 'Hylastes ruber', 'Hylurgops palliatus', 'Hylurgops porosus', 'Hylurgops subcostulatus', 'Scierus annectans', 'Dendroctonus adjunctus', 'Dendroctonus brevicomis', 'Dendroctonus frontalis', 'Dendroctonus mesoamericanus', 'Dendroctonus mexicanus', 'Dendroctonus ponderosae', 'Dendroctonus pseudotsugae', 'Dendroctonus rufipennis', 'Dendroctonus rufipennis', 'Dendroctonus simplex', 'Dendroctonus simplex', 'Dendroctonus valens', 'Xylechinus montanus', 'Phloeosinus pini', 'Phloeotribus piceae', 'Phloeotribus scarabaeoides', 'Carphoborus andersoni', 'Carphoborus carri', 'Carphoborus intermedius', 'Hylurgus ligniperda', 'Pseudohylesinus grandis', 'Pseudohylesinus nebulosus', 'Tomicus destruens', 'Tomicus piniperda', 'Tomicus piniperda', 'Gnathotrichus materiarius', 'Gnathotrichus retusus', 'Gnathotrichus retusus', 'Gnathotrichus sulcatus', 'Cryphalus ruficollis ruficollis', 'Taenioglyptes fulvus', 'Crypturgus borealis', 'Dryocoetes autographus', 'Dryocoetes confusus', 'Ips borealis borealis', 'Ips caelatus', 'Ips grandicollis', 'Ips perturbatus', 'Ips pini', 'Ips tridens tridens', 'Ips typographus', 'Orthtomicus latidens', 'Conophthorus conicolens', 'Conophthorus coniperda', 'Conophthorus coniperda', 'Conophthorus ponderosae', 'Conophthorus resinosae', 'Conophthorus teocotum', 'Pityophthorus bassetti', 'Pityophthorus cariniceps', 'Pityophthorus murrayanae', 'Pityophthorus nitidulus', 'Pityophthorus nitidus', 'Pityophthorus opaculus', 'Pityophthorus puberulus', 'Scolytus piceae', 'Scolytus ventralis', 'Anisandrus dispar', 'Xyleborinus saxeseni', 'Xylosandrus crassiusculus', 'Trypodendron lineatum', 'Trypodendron lineatum', 'Trypodendron lineatum', 'Trypodendron retusum', 'Omalium rivulare', 'Megarthrus sinuatocollis', 'Kaszaba coerulescens', 'Kaszaba corvina', 'Platydema flavipes', 'Corticeus glaber', 'Corticeus parallelus', 'Tenebroides collaris', 'Artystona erichsoni', 'Artystona obscura', 'Artystona rugiceps', 'Artystona sp', 'Temnoscheila chlorodia', 'Bactrocera oleae', 'Bactrocera oleae', 'Lyctocoris elongatus', 'Aphis idaei', 'Megoura viciae', 'Chaitophorus populeti', 'Drepanosiphum platanoides', 'Amrasca devastans', 'Apis mellifera scutellata', 'Antistrophus rufus', 'Technomyrmex albipes', 'Lasius niger', 'Crematogaster laboriosa', 'Myrmicaria natalensis', 'Myrmicaria opaciventris', 'Pheidole nodus', 'Pristomyrmex pungens', 'Tetramorium caespitum', 'Trachusa byssina', 'Sirex cyaneus', 'Sirex juvencus', 'Urocerus cressoni', 'Urocerus gigas', 'Urocerus japonicus', 'Xeris morrisoni', 'Nasutitermes columbicus', 'Nasutitermes corniger', 'Nasutitermes costalis', 'Nasutitermes ephratae', 'Nasutitermes exitiosus', 'Nasutitermes graveolus', 'Nasutitermes guayanae', 'Nasutitermes havilandi', 'Nasutitermes johoricus', 'Nasutitermes longinasus major', 'Nasutitermes longinasus minor', 'Nasutitermes longipennis', 'Nasutitermes magnus', 'Nasutitermes nigriceps', 'Nasutitermes novarumhebridarum', 'Nasutitermes polygynus', 'Nasutitermes princeps', 'Nasutitermes rippertii', 'Nasutitermes rufirostris', 'Nasutitermes sp', 'Nasutitermes surinamensis', 'Nasutitermes triodiae', 'Nasutitermes walkeri', 'Spodoptera frugiperda', 'Heliconius charithonia', 'Chilasa epycides', 'Papilio bianor', 'Papilio demodocus', 'Papilio glaucus', 'Papilio glaucus', 'Papilio maackii', 'Papilio machaon', 'Papilio macilentus', 'Papilio memnon', 'Papilio paris', 'Papilio polytes', 'Papilio protenor demetrius', 'Papilio troilus', 'Papilio xuthus', 'Luehdorfia japonica', 'Luehdorfia puziloi inexpecta', 'Luehdorfia puziloi yessoensis', 'Sericinus montela', 'Pieris melete', 'Pieris napi', 'Cydia strobilella', 'Dolichothrips sp']",378,56,242,61,19,0,322
C19H38O2,19,,298.5,['P'],['Crocodylus acutus'],1,1,0,0,0,0,0
C18H32O2,18,51532-26-4,280.45,"['P', 'P', 'P', 'A', 'P', 'A', 'P', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['Idolus sp', 'Geotrigona mombuca', 'Agriotes bogatchevi', 'Agriotes lineatus', 'Agriotes lineatus', 'Agriotes obscurus', 'Agriotes obscurus', 'Agriotes proximus', 'Agriotes sputator', 'Andrena accepta', 'Andrena bisalicis', 'Andrena bradleyi', 'Andrena confederata', 'Andrena helvola', 'Andrena longifacies', 'Andrena mandibularis', 'Andrena miserabilis', 'Andrena ovatula', 'Andrena praecox', 'Andrena spiraena', 'Andrena tridens', 'Melipona beecheii', 'Trigona corvina']",23,20,3,0,0,0,3
C10H16,10,127-91-3,136.24,"['Al', 'Al', 'P', 'P', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'Al', 'A', 'A', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Al', 'P', 'A', 'A', 'A', 'A', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'Al', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'K', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'A', 'A', 'K', 'K', 'K', 'A', 'K', 'A', 'K', 'A', 'A', 'A', 'P', 'A', 'K', 'A', 'K', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'P', 'P', 'P', 'Al', 'P', 'P', 'P', 'P', 'P', 'Al', 'Al', 'P', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'P', 'Al', 'Al', 'Al', 'Al', 'P', 'P', 'K', 'P']","['Buzonium crassipes', 'Siphonophorus sp', 'Gulo gulo', 'Ailuropoda melanoleuca', 'Pseudostylopsis sp', 'Enoclerus nigrifrons gerhardi', 'Thanasimus dubius', 'Thanasimus formicarius', 'Thanasimus undatulus', 'Thanasimus undatulus', 'Trichodes nutalli', 'Oxyops vitiosa', 'Dircaea quadrimaculata', 'Serropalpus sp', 'Medetera signaticornis', 'Acanthosoma haemorrhoidale', 'Cyphostethus tristriatus', 'Elasmostethus interstinctus', 'Elasmucha grisea', 'Boisea rubrolineata', 'Boisea trivittata', 'Jadera antica', 'Jadera haematoloma', 'Jadera sanguinolenta', 'Hotea gambiae', 'Slavum wertheimae', 'Diachasmimorpha longicaudata', 'Macropis fulvipes', 'Roptrocerus xylophagorum', 'Rhopalicus tutela', 'Reticulitermes flavipes', 'Reticulitermes santonensis', 'Bulbitermes germanus', 'Bulbitermes sarawakensis', 'Bulbitermes singaporensis', 'Cortaritermes silvestri', 'Hospitalitermes bicolor', 'Hospitalitermes flaviventris', 'Hospitalitermes hospitalis', 'Hospitalitermes umbrinus', 'Lacessititermes laborator', 'Lacessititermes ransoneti', 'Lacessititermes sp', 'Longipeditermes longipes', 'Trinervitermes gratiosus', 'Tumulitermes pastinator', 'Velocitermes velox', 'Amitermes laurensis', 'Amitermes vitiosus', 'Thyrinteina arnobia', 'Buprestis maculativentris', 'Chrysobothris dentipes', 'Chrysobothris femorata', 'Chrysobothris rugosiceps', 'Dicerca tenebrica', 'Dicerca tenebrosa', 'Melanophila fulvoguttata', 'Carabus lefebvrei', 'Semiardistomis puncticollis', 'Callidium sp', 'Phymatodes grandis', 'Phymatodes obliquus', 'Neoclytus modestus modestus', 'Xylotrechus undulatus', 'Brothylus conspersus', 'Haplidus testaceus', 'Molorchus eberneus', 'Monochamus alternatus', 'Monochamus galloprovincialis', 'Ortholeptura valida', 'Acmaeops proteus proteus', 'Asemum caseyi', 'Asemum striatum', 'Spondylis buprestoides', 'Harmonia axyridis', 'Smicronyx fulvus', 'Cosmopolites sordidus', 'Epuraea pygmaea', 'Hylastes longicollis', 'Hylastes macer', 'Hylastes nigrinus', 'Hylastes nigrinus', 'Hylastes opacus', 'Hylastes ruber', 'Hylurgops palliatus', 'Hylurgops porosus', 'Hylurgops subcostulatus', 'Dendroctonus brevicomis', 'Dendroctonus ponderosae', 'Dendroctonus pseudotsugae', 'Dendroctonus rufipennis', 'Dendroctonus simplex', 'Dendroctonus valens', 'Phloeotribus scarabaeoides', 'Hylurgus ligniperda', 'Pseudohylesinus grandis', 'Pseudohylesinus nebulosus', 'Tomicus piniperda', 'Gnathotrichus retusus', 'Gnathotrichus retusus', 'Gnathotrichus sulcatus', 'Dryocoetes autographus', 'Dryocoetes confusus', 'Ips caelatus', 'Ips pini', 'Ips typographus', 'Orthtomicus latidens', 'Scolytus ventralis', 'Xyleborinus saxeseni', 'Trypodendron lineatum', 'Omalium rivulare', 'Adoryacus bidens', 'Amathobius subplanatus', 'Blenosia monticola', 'Blenosia namaquensis', 'Blenosia planiuscula', 'Blenosia semicostata', 'Blenosia sulcata', 'Ennychiatus caraboides', 'Ennychiatus fitzsimonsi', 'Ennychiatus namaquanus', 'Eremostibes barbatus', 'Eremostibes bushmanicus', 'Eremostibes clavifemur', 'Eremostibes megatibia', 'Eremostibes opacus', 'Microstizopus arthridoideus', 'Microstizopus infradentatus', 'Microstizopus mantipes', 'Microstizopus transvaalensis', 'Namazopus parallelus', 'Parastizopus armaticeps armaticeps', 'Parastizopus lithopsophilus', 'Parastizopus major', 'Parastizopus transgariepinus', 'Planostibes angulatipes', 'Planostibes cribricollis', 'Planostibes curvatus', 'Planostibes dentipes', 'Planostibes namaqua', 'Planostibes rufipes', 'Planostibes scymnulus', 'Stizopus propleuralis', 'Stizopus talpa', 'Temnoscheila chlorodia', 'Niesthrea louisianica', 'Aphis idaei', 'Aulacorthum solani', 'Brevicoryne brassicae', 'Megoura viciae', 'Chaitophorus populeti', 'Drepanosiphum platanoides', 'Antistrophus rufus', 'Lasius niger', 'Crematogaster laboriosa', 'Myrmicaria melanogaster', 'Myrmicaria natalensis', 'Myrmicaria opaciventris', 'Pheidole nodus', 'Pristomyrmex pungens', 'Pristomyrmex sp', 'Trachusa byssina', 'Nasutitermes columbicus', 'Nasutitermes corniger', 'Nasutitermes costalis', 'Nasutitermes ephratae', 'Nasutitermes exitiosus', 'Nasutitermes graveolus', 'Nasutitermes guayanae', 'Nasutitermes havilandi', 'Nasutitermes johoricus', 'Nasutitermes longinasus major', 'Nasutitermes longinasus minor', 'Nasutitermes longipennis', 'Nasutitermes magnus', 'Nasutitermes nigriceps', 'Nasutitermes rippertii', 'Nasutitermes rufirostris', 'Nasutitermes sp', 'Nasutitermes triodiae', 'Nasutitermes walkeri', 'Pieris melete', 'Pieris napi', 'Cydia strobilella', 'Dolichothrips sp']",185,35,61,76,13,0,150
C4H5NS,4,57-06-7,99.15,"['A', 'A', 'K', 'A', 'A', 'A', 'A', 'P', 'A', 'P', 'A', 'P', 'A', 'P', 'A', 'P', 'A', 'P', 'A', 'A', 'A', 'A', 'P', 'A', 'P', 'A', 'A', 'A', 'A', 'Al', 'A', 'A', 'P']","['Meteorus leviventris', 'Omphale clypealis', 'Plutella xylostella', 'Phyllotreta atra', 'Phyllotreta balcanica', 'Phyllotreta bipustulata', 'Phyllotreta cruciferae', 'Phyllotreta cruciferae', 'Phyllotreta diademata', 'Phyllotreta nemorum', 'Phyllotreta nigripes', 'Phyllotreta nigripes', 'Phyllotreta nodicornis', 'Phyllotreta nodicornis', 'Phyllotreta ochripes', 'Phyllotreta ochripes', 'Phyllotreta procera', 'Phyllotreta procera', 'Phyllotreta pusilla', 'Phyllotreta sp', 'Phyllotreta striolata', 'Phyllotreta undulata', 'Phyllotreta undulata', 'Phyllotreta vittula', 'Phyllotreta vittula', 'Psylliodes chrysocephala', 'Psylliodes punctulata', 'Meligethes aeneus', 'Delia brassicae', 'Pegomya betae', 'Dasineura brassicae', 'Lipaphis erysimi', 'Lipaphis erysimi']",33,9,22,1,1,0,24
C6H12O6,6,87-89-8,180.16,"[None, None, None, None, None, None, None, None, None, None, None, None, None]","['Coptotermes formosanus', 'Heterotermes indicola', 'Reticulitermes flavipes', 'Reticulitermes santonensis', 'Cryptotermes brevis', 'Kalotermes flavicollis', 'Trinervitermes trinervoides', 'Schedorhinotermes lamanianus', 'Macrotermes subhyalinus', 'Nasutitermes exitiosus', 'Nasutitermes nigriceps', 'Zootermopsis angusticollis', 'Camnula pellucida']",13,0,0,0,0,0,0
C15H20O3,15,61228-92-0,248.32,"['A', 'P']","['Periplaneta americana', 'Periplaneta americana']",2,1,1,0,0,0,1
C11H17NO6,11,,259.26,"['Al', 'Al']","['Parnassius apollo', 'Parnassius smintheus']",2,0,0,2,0,0,2
C4H8O3,4,300-85-6,104.11,"['Al', 'Al']","['Papilio aegeus', 'Papilio demodocus']",2,0,0,2,0,0,2
C8H7N,8,120-72-9,117.15,"['P', 'K', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'K', 'K', 'A', 'A', 'Al', 'Al', 'Al', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'K', 'A', 'K', 'A', 'A', 'K', 'A', 'A', 'K', 'A', 'A', 'Al', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'A', 'K', 'K', 'A', 'A', 'A', 'A', 'A', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'P', 'P', 'P']","['Loktanella sp', 'Evarcha albaria', 'Cynictis penicillata', 'Aonyx cinerea', 'Lontra canadensis', 'Meles meles', 'Mustela erminea', 'Mustela nivalis', 'Mustela putorius', 'Mustela putorius furo', 'Mustela vison', 'Ailuropoda melanoleuca', 'Anomiopus sp', 'Vulcanocanthon seminulum', 'Cochliomyia hominivorax', 'Hippelates collusor', 'Toxorhynchites amboinensis', 'Toxorhynchites moctezuma', 'Geocoris pallens', 'Dolichogenidea tasmanica', 'Myrmecia nigriceps', 'Nothomyrmecia macrops', 'Pycnopsyche scabripennis', 'Giraffa camelopardalis reticulata', 'Canis lupus', 'Canis lupus signatus', 'Canis mesomelas', 'Lycaon pictus', 'Lynx rufus', 'Panthera leo', 'Panthera tigris altaica', 'Acalymma trivittatum', 'Acalymma vittatum', 'Acalymma vittatum', 'Diabrotica barberi', 'Diabrotica barberi', 'Diabrotica cristata', 'Diabrotica undecimpunctata howardi', 'Diabrotica undecimpunctata howardi', 'Diabrotica undecimpunctata undecimpunctata', 'Diabrotica virgifera virgifera', 'Diabrotica virgifera virgifera', 'Diabrotica virgifera zeae', 'Coccinella septempunctata', 'Agrypnus murinus', 'Geotrupes spiniger', 'Aphodius sp', 'Eutrichillum hysterix', 'Nunoidium argentinum', 'Trichillum sp', 'Canthon imitator', 'Canthon lituratus', 'Canthon ornatus bipunctatus', 'Malagoniella argentina', 'Scybalophagus plicatipennis', 'Canthidium sp', 'Ontherus appendiculatus', 'Eucranium arachnoides', 'Euoniticellus fulvus', 'Onthophagus hirculus', 'Onthophagus illyricus', 'Onthophagus taurus', 'Sulcophanaeus imperator', 'Sulcophanaeus menelas', 'Kheper bonellii', 'Anopheles gambiae', 'Culex quinquefasciatus', 'Culex tarsalis', 'Musca autumnalis', 'Musca domestica', 'Musca vetustissima', 'Wohlfahrtia magnifica', 'Aphidius sp', 'Cotesia marginiventris', 'Ectatomma brunneum', 'Acromyrmex octospinosus', 'Apterostigma pilosum', 'Atta laevigata', 'Mycetarotes parallelus', 'Trachymyrmex fuscus', 'Pogonomyrmex naegeli', 'Diacamma ceylonense', 'Diacamma indicum', 'Pachycondyla obscuricornis', 'Pieris rapae crucivora', 'Chrysopa sinica', 'Phodopus campbelli', 'Phodopus roborowsky', 'Phodopus sungorus sungorus']",89,34,42,4,9,0,55
